,type,id,attributes.bioproject,attributes.accession,attributes.samples-count,attributes.secondary-accession,attributes.centre-name,attributes.is-public,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.samples.links.related,relationships.downloads.links.related,relationships.biomes.meta.count,relationships.biomes.data,relationships.biomes.links.related,relationships.publications.links.related,relationships.analyses.links.related,links.self,pipeline_version,biomes
1682,studies,MGYS00003674,PRJNA506137,MGYS00003674,2.0,SRP170004,Jeju National University,True,,Investigating the prevalence of antibiotic resistance genes and heavy metal resistance genes along with bacterial community in wastewater treatment plant,wastewater Metagenome,HARVESTED,2019-11-07T16:15:02,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003674/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003674/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003674/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater:Water and sludge', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Water%20and%20sludge'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003674/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003674/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003674/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003674,4.1,root:Engineered:Wastewater:Water and sludge
1683,studies,MGYS00004521,PRJNA436998,MGYS00004521,26.0,SRP136508,Ohio State University,True,,Sand samples were taken from sand bioreactors treating turkey processing wastewater with added salt from 6 g/L NaCl to 35 g/L NaCl.,Sand sample from sand bioreactor treating high salt turkey processing wastewater,HARVESTED,2019-11-07T16:15:00,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004521/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004521/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004521/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater:Industrial wastewater:Agricultural wastewater', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater:Agricultural%20wastewater'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004521/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004521/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004521/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004521,4.1,root:Engineered:Wastewater:Industrial wastewater:Agricultural wastewater
1684,studies,MGYS00004060,PRJNA225954,MGYS00004060,8.0,SRP032822,Center for Ocean Solutions,True,,"A 4.5-million liter aquarium tank was used as a mesocosm to test whether environmental DNA can be used to reconstruct the known vertebrate community within the tank. This tank is part of a flow through system circulating water from Monterey Bay, CA. Water samples were collected and probed for a mitochondrial DNA locus (12S ribosomal gene) that is conserved across vertebrates.",Saltwater aquarium tank mesocosm vertebrate 12S ribosomal locus,HARVESTED,2019-11-07T16:14:58,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004060/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004060/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004060/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater:Industrial wastewater:Agricultural wastewater', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater:Agricultural%20wastewater'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004060/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004060/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004060/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004060,4.1,root:Engineered:Wastewater:Industrial wastewater:Agricultural wastewater
1685,studies,MGYS00004472,PRJNA382682,MGYS00004472,54.0,SRP103967,University of Iowa,True,,The main goal of this study is to investigate the microbial communities in sediments from a wastewater lagoon with polychlorinated biphenyl (PCB) contamination. Our study helped better understand the effect of PCB contamination on microbial communities and in situ microbial PCB degrading potential.,Altavista VA wastewater lagoon sediment microorganism Raw sequence reads,HARVESTED,2019-11-07T16:14:55,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004472/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004472/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004472/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater:Industrial wastewater', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004472/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004472/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004472/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004472,4.1,root:Engineered:Wastewater:Industrial wastewater
1686,studies,MGYS00003490,PRJNA384279,MGYS00003490,1.0,SRP107848,La Trobe University,True,,"This study reports the identification of the Eikelboom morphotypes type 0041 and type 0675. Because these morphotypes differ only in their filament diameters, they are often considered together in surveys based on microscopic identifications. Here we show that they are phylogenetically distinct, and so should be viewed no longer as morphological variants of a single population. Amplicon sequencing data of Australian EBPR plant biomass containing types 0041 and 0675 was utilized to achieve this. Roche 454 amplicon data generated by the Australian Genome Research Facility (AGRF) V1-V3 region of the 16S rRNA gene. Analysis and FISH probes designed against several of these amplicon sequences indicated that these two morphotypes were members of the phylum Chloroflexi. Subsequent surveys of full-scale plant biomass samples showed these two filaments were common in these systems. However, considerable further diversity appears to exist and therefore should be a subject of further research.",Identification of filamentous Chloroflexi morphotypes in Activated sludge plants,HARVESTED,2019-11-07T16:14:53,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003490/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003490/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003490/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater:Activated Sludge', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003490/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003490/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003490/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003490,4.1,root:Engineered:Wastewater:Activated Sludge
1690,studies,MGYS00004373,PRJNA267624,MGYS00004373,4.0,SRP050064,Tsinghua University,True,,This study reflects on the relationship between microbial groups and sewage operation environments.,Sewage sediments Targeted Locus (Loci),HARVESTED,2019-11-07T16:14:45,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004373/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004373/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004373/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004373/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004373/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004373/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004373,4.1,root:Engineered:Wastewater
1693,studies,MGYS00004639,PRJNA374934,MGYS00004639,1.0,SRP100544,Zhejiang University,True,,environmental investigation,CPM-2,HARVESTED,2019-11-07T16:14:38,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004639/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004639/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004639/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Solid waste:Composting', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004639/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004639/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004639/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004639,4.1,root:Engineered:Solid waste:Composting
1694,studies,MGYS00004295,PRJNA374950,MGYS00004295,1.0,SRP100550,Zhejiang University,True,,environmental investigation,FPM-1,HARVESTED,2019-11-07T16:14:35,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004295/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004295/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004295/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Solid waste:Composting', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004295/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004295/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004295/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004295,4.1,root:Engineered:Solid waste:Composting
1695,studies,MGYS00004289,PRJNA374966,MGYS00004289,1.0,SRP100542,Zhejiang University,True,,environmental research,FPM-2,HARVESTED,2019-11-07T16:14:33,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004289/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004289/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004289/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Solid waste:Composting', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004289/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004289/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004289/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004289,4.1,root:Engineered:Solid waste:Composting
1696,studies,MGYS00004288,PRJNA375703,MGYS00004288,1.0,SRP100541,Zhejiang University,True,,environmental research,DSW-1,HARVESTED,2019-11-07T16:14:31,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004288/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004288/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004288/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Solid waste:Composting', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004288/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004288/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004288/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004288,4.1,root:Engineered:Solid waste:Composting
1699,studies,MGYS00004527,PRJNA454104,MGYS00004527,4.0,SRP143663,Mizoram University,True,,,"Bacterial community in the solid and liquid wastes of Mizoram, India",HARVESTED,2019-11-07T16:14:24,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004527/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004527/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004527/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Solid waste', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004527/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004527/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004527/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004527,4.1,root:Engineered:Solid waste
1701,studies,MGYS00002999,PRJNA182065,MGYS00002999,22.0,SRP017282,IOCAS,True,,Study the bacterial community structure and discuss the environmental relatedness.  Collected from seawater and sediment from the ECS.,Synthetic marine metagenome high-throughput sequencing,HARVESTED,2019-11-07T16:14:20,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002999/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002999/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002999/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Modeled:Simulated communities (microbial mixture)', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002999/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002999/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002999/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002999,4.1,root:Engineered:Modeled:Simulated communities (microbial mixture)
1705,studies,MGYS00004143,PRJNA356506,MGYS00004143,3.0,SRP094687,Station Biologique de Roscoff,True,,"Marine minimum medium was amended with brown algal biomass and antibiotics (kanamycin and streptomycin), and inoculated with a WT or alyA1-deficient strain of Z. galactanivorans. Bacterial communities were characterized by Miseq 16S rRNA-gene sequencing.",Study of bacterial communities in microcosms amended with brown algae,HARVESTED,2019-11-07T16:14:11,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004143/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004143/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004143/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Lab enrichment:Defined media:Marine media', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004143/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004143/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004143/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004143,4.1,root:Engineered:Lab enrichment:Defined media:Marine media
1706,studies,MGYS00004494,PRJNA398312,MGYS00004494,10.0,SRP115523,University of Manchester,True,,"Safe disposal of nuclear waste necessitates a thorough understanding of the role microorganisms play on the fate of the waste materials over time. In this study we conducted enrichment experiments to assess the potential for plasticised PVC, commonly used in the nuclear industry, to fuel nitrate reduction by a high pH-adapted microbial community at pH 10. Non-plasticised PVC powder served as an additive-free control, and samples of both materials were gamma irradiated (1 MGy) under hyperalkaline conditions, representative of conditioned nuclear waste, to assess the effect of irradiation on bioavailability.",Uncultured Environmental Isolate Targeted loci environmental,HARVESTED,2019-11-07T16:14:09,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004494/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004494/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004494/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Lab enrichment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004494/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004494/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004494/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004494,4.1,root:Engineered:Lab enrichment
1707,studies,MGYS00002563,PRJNA321388,MGYS00002563,3.0,SRP097059,University of Tennessee,True,,"Difficulties in studying growth dynamics of marine sediment microbial populations in a natural setting limits the ability to identify functions in novel populations, assess competition mechanisms, and extrapolate from growth dynamics in pure cultures. We used qPCR and 16S rRNA gene tag libraries to measure relative growth rates of a microbial community from Cape Lookout Bight, NC, in a laboratory mesocosm. Homogenized sediments were incubated for 122 days, hydrogen concentrations were consistent with thermodynamic control by sulfate-reducing prokaryotes during the sulfate-reducing phase and methanogenesis commenced when hydrogen increased above the methanogen thermodynamic maintenance. Uncultured clades of Methanosarcinales and Methanomicrobiales grew during the methanogenic phase with doubling times ranging from 15-46 days, considerably slower than those grown in pure cultures. An uncultured archaeal group, Kazan-3A-21, also increased with methane production. The majority of the population were from deeply-branching uncultured groups and, like the majority of the putative sulfate reducers, were mostly unresponsive to the shift from sulfate reduction to methanogenesis. We conclude that marine sediment methanogens grow more slowly than cultures, once thermodynamic inhibition by sulfate reducers is alleviated; and the majority of the diversity present in marine sediments grow or die more slowly than could be observed in our 122 day incubation.",marine sediment metagenome Targeted loci environmental,HARVESTED,2019-11-07T16:14:07,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002563/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002563/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002563/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Lab enrichment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002563/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002563/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002563/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002563,4.1,root:Engineered:Lab enrichment
1709,studies,MGYS00003132,PRJNA163907,MGYS00003132,10.0,SRP034640,Gwangju Institute of Science & Technology,True,,"Water samples were collected from a desalination plant, which were seawater, pretreated seawater, brine of reverse osmosis process and fouled reverse osmosis membranes.  Microbial community differences were determined from intake to fouling communities during desalination process.   1) seawater: intake seawater which provided to desalination process.  2) filter treated seawater: after pretreatment (multimedia filter, MF, UF).  3) Biofouling1 : on reverse osmosis  membrane 1 (front located face to inflow). 4) Biofouling2 : on reverse osmosis membrane 2 (last located). 5) Brine: the concentrated water after reverse osmosis process.",Desalination process Targeted Locus/Loci,HARVESTED,2019-11-07T16:14:03,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003132/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003132/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003132/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Industrial production', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003132/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003132/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003132/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003132,4.1,root:Engineered:Industrial production
1735,studies,MGYS00004734,PRJNA438545,MGYS00004734,21.0,SRP135937,"Jet Propulsion Laboratory, California Institute of Technology",True,,Metagenomes created from samples collected from the International Space Station,ISS Metagenomes,HARVESTED,2019-11-07T16:13:03,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004734/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004734/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004734/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Built environment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Built%20environment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004734/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004734/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004734/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004734,4.1,root:Engineered:Built environment
1736,studies,MGYS00002607,PRJNA258342,MGYS00002607,40.0,SRP045892,Old Dominion University,True,,Analyze the bacterial community composition of artificially produced marine aggregates on a geometric time series and associate it with the surrounding water.,Marine Aggregates Metagenome,HARVESTED,2019-11-07T16:13:01,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002607/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002607/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002607/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Built environment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Built%20environment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002607/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002607/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002607/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002607,4.1,root:Engineered:Built environment
1741,studies,MGYS00002822,PRJNA431287,MGYS00002822,34.0,SRP132652,University of Tuebingen,True,,Marine sediment incubations with different substrates,Marine sediment microorganisms Raw sequence reads,HARVESTED,2019-11-07T16:12:50,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002822/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002822/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002822/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Bioreactor:Continuous culture', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Bioreactor:Continuous%20culture'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002822/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002822/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002822/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002822,4.1,root:Engineered:Bioreactor:Continuous culture
1742,studies,MGYS00002722,PRJNA416333,MGYS00002722,222.0,SRP123441,University of Bremen,True,,"e carried out Incubation experiments with deep ferruginous sediments from the Helgoland Mud Area, German Bight of the North Sea. Samples were collected using a gravity corer (5 m core length) during RV HEINCKE research expedition HE 443 (54 05.23'' N; 007 58.04'' E) in May 2015. In the laboratory, these sediments were stored under anoxic conditions at 4 oC until slurry incubations were. Anoxic 50-mL slurry incubations were made in 120-ml serum vials with sediment from 416  441 and 441  466 cm depths and anoxic sulphate-free artificial sea water (ASW; composition [L-1]: 26.4 g NaCl, 11.2 g MgCl2.6H2O, 1.5 g CaCl2.2H2O and 0.7 g KCl) at a ratio of 1:3 (w/v) under a headspace of N2. Incubations (n=9) were supplemented by adding iron(III) oxides (hematite or magnetite; LanXess, Germany; 30 mol l-1) and glucose (2 mM) as electron donor. Control incubations (glucose only, n = 9) were supplemented with 2 mM glucose only. The potential for reduction of amended hematite (HG) or magnetite (MG) was evaluated by comparing the amount of Fe2+ formed in crystalline iron(III)-treated incubations to those of the glucose only control (G). Triplicates of each treatment set were incubated statically in the dark at 4 oC, 10 oC, or 30 oC. Supplementary incubations were set up at 30 oC, for testing the effect of 2-bromoethanesulfonate (BES) on methanogenesis and iron reduction in the presence of crystalline iron oxides. For molecular analysis, one millilitre of slurry from individual incubations, at specific time points as stated in each sample description, was used for nucleic acid extraction following a modified protocol from Lueders et al (2004). A two-step PCR approach for Illumina amplicon sequencing described by Herbold et al (2015) was adopted for amplification of Bacteria and Archaea 16S rRNA genes. Amplicon library was sequenced using the Miseq Illumina sequencing platform at University of Bremen, Germany. Sequence analysis of forward reads was performed on the QIIME 1.8.0 platform (Caporaso et al., 2010) based on the 16S rRNA gene profiling analysis pipeline recommended by Pylro et al (2014) with modifications. A Total Sum Scaling approach was used to identify dominant members of the microbial communities in each sample. The resulting article written on the project reported relative abundance of 16S rRNA sequences of Bacteria and Archaea that dominated the microbial communities in each sample.",Temperature controls crystalline iron(III) oxide utilization by microbial communities in ferruginous marine sediment incubations,HARVESTED,2019-11-07T16:12:48,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002722/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002722/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002722/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Bioreactor:Continuous culture', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Bioreactor:Continuous%20culture'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002722/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002722/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002722/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002722,4.1,root:Engineered:Bioreactor:Continuous culture
